Pseudomonas aeruginosa (Schroeter) Migula (ATCC 9027D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Pseudomonas aeruginosa strain R. Hugh 813 [ATCC 9027],1,dried Total DNA: At least 5 ug in 1X TE buffer,ATCC  3: Nutrient agar or nutrient broth,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/9027D-5.ashx
Pseudomonas aeruginosa (Schroeter) Migula (ATCC 15442D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Pseudomonas aeruginosa strain PRD-10 [ATCC 15442],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,Food testing,https://www.atcc.org/~/ps/15442D-5.ashx
Enterococcus faecalis (Andrewes and Horder) Schleifer and Kilpper-Balz (ATCC 47077D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Enterococcus faecalis strain OG1RF [ATCC 47077],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/47077D-5.ashx
Veillonella parvula (Veillon and Zuber) Mays et al. (ATCC 10790D-5),"For-Profit:
$314.00",,seqeunce available,NA,Genomic DNA from strain Te 3 [ATCC 10790],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/10790D-5.ashx
Legionella longbeachae McKinney et al. (ATCC 33462D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Legionella longbeachae strain Long Beach 4 [ATCC 33462],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33462D-5.ashx
Staphylococcus aureus subsp. aureus Rosenbach (ATCC 10832D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Staphylococcus aureus subsp. aureus Strain Wood 46 [ATCC 10832],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/10832D-5.ashx
Staphylococcus haemolyticus Schleifer and Kloos (ATCC 29970D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Staphylococcus haemolyticus strain SM 131 [ATCC 29970],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29970D-5.ashx
Mycobacterium tuberculosis (Zopf) Lehmann and Neumann (ATCC 25618D-2),$715.00,$715.00,NA,NA,Genomic DNA from Mycobacterium tuberculosis Strain H37Rv [ATCC 25618],1,frozen Total DNA: At least 2 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25618D-2.ashx
Hafnia alvei Moller (ATCC 51873D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Hafnia alvei [ATCC 51873],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51873D-5.ashx
Burkholderia multivorans Vandamme et al. (ATCC 17616D-5),$336.00,$336.00,seqeunce available,Pseudomonas multivorans Stanier et al.,Genomic DNA from Burkholderia multivorans strain 249 [ATCC 17616],1,"dried Total DNA:  At least 5 ug in 1X TE buffer, dried.OD260/OD280:  1.6 to 2.0",NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/17616D-5.ashx
Enterococcus hirae Farrow and Collins (ATCC 10541D-5),$336.00,$336.00,NA,Streptococcus faecalis Andrewes and Horder,Genomic DNA from Enterococcus hirae strain FDA M19 [ATCC 10541],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/10541D-5.ashx
Lactobacillus plantarum (Orla-Jensen) Bergey et al. (ATCC BAA-793D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Lactobacillus plantarum strain NCIMB 8826 [ATCC BAA-793],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-793D-5.ashx
Streptococcus thermophilus Orla-Jensen (ATCC BAA-250D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from strain LMG 18311 [ATCC BAA-250],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-250D-5.ashx
Escherichia coli (Migula) Castellani and Chalmers (ATCC BAA-460D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Escherichia coli strain RMID 0509952 [ATCC BAA-460],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-460D-5.ashx
Rhodobacter sphaeroides (van Niel) Imhoff et al. (ATCC 17023D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Rhodobacter sphaeroides strain ATH 2.4.1 [ATCC 17023],1,dried Total DNA: at least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/17023D-5.ashx
Porphyromonas gingivalis (Coykendall et al.) Shah and Collins (ATCC 33277D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Porphyromonas gingivalis strain 2561 [ATCC 33277],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33277D-5.ashx
Streptococcus pneumoniae (Klein) Chester (ATCC BAA-334D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Streptococcus pneumoniae strain TIGR4 [ATCC BAA-334],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-334D-5.ashx
Mycoplasma salivarium  (ATCC 23064D),$336.00,$336.00,NA,Mycoplasma salivarium Edward,Genomic DNA from Mycoplasma salivarium strain PG20 [ATCC 23064],1,frozen Total DNA:  At least 50 ng Volume: 50 uLOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23064D.ashx
Bacillus cereus Frankland and Frankland (ATCC 10702D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Bacillus cereus strain FDA 5 [ATCC 10702],1,frozen Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/10702D-5.ashx
Pseudomonas syringae van Hall pathovar phaseolicola (ATCC BAA-978D),$314.00,$314.00,NA,NA,Genomic DNA from Pseudomonas syringae pathovar phaseolicola strain 1448A [ATCC BAA-978],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-978D.ashx
Fusobacterium nucleatum subsp. nucleatum Knorr (ATCC 25586D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Fusobacterium nucleatum subsp. nucleatum strain VPI 4355 [ATCC 25586],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25586D-5.ashx
Pseudomonas putida (Trevisan) Migula (ATCC 47054D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Pseudomonas putida strain KT2440 [ATCC 47054],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/47054D-5.ashx
Halobacterium salinarum (Harrison and Kennedy) Elazari-Volcani (ATCC 33171D),$314.00,$314.00,NA,NA,Genomic DNA from Halobacterium salinarum strain NRC 34002 [ATCC 33171],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33171D.ashx
Streptococcus pyogenes Rosenbach (ATCC BAA-1065D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from MGAS 2096  [ATCC BAA-1065],1,dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-1065D-5.ashx
Lactobacillus casei (Orla-Jensen) Hansen and Lessel (ATCC 334D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Lactobacillus casei [ATCC 334],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/334D-5.ashx
Klebsiella pneumoniae subsp. pneumoniae (Schroeter) Trevisan (ATCC 700721D-5),$314.00,$314.00,seqeunce available,Klebsiella pneumoniae (Schroeter) Trevisan,Genomic DNA from Klebsiella pneumoniae subsp. pneumoniae Strain MGH78578 [ATCC 700721],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/700721D-5.ashx
Corynebacterium diphtheriae (Kruse) Lehmann and Neumann (ATCC 700971D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Corynebacterium diphtheriae strain NCTC 13129 [ATCC 700971],1,dried Total DNA: At least 5 ug in 1X TE buffer.OD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/700971D-5.ashx
Methanocorpusculum labreanum Zhao et al. (ATCC 43576D-5),$314.00,$314.00,NA,NA,Genomic DNA from Methanocorpusculum labreanum strain Z [ATCC 43576],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43576D-5.ashx
Leptospira interrogans serovar Copenhageni (ATCC BAA-1198D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Leptospira interrogans serovar Copenhageni strain Fiocruz L1-130 [ATCC BAA-1198],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-1198D-5.ashx
Pedobacter heparinus (Payza and Korn) Stein et al. (ATCC 13125D-5),$336.00,$336.00,seqeunce available,NA,Genomic DNA from Pedobacter heparinus strain HIM 762-3 [ATCC 13125],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/13125D-5.ashx
Thermus thermophilus (Oshima and Imahori) Williams et al. (ATCC BAA-163D-5),$336.00,$336.00,NA,NA,Genomic DNA from Thermus thermophilus Strain DSM 7039 [HB27] [ATCC BAA-163],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/BAA-163D-5.ashx
Legionella anisa Gorman et al. (ATCC 35292D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Legionella anisa strain WA-316-C3 [ATCC 35292],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35292D-5.ashx
Clostridioides difficile (Prevot) Lawson et al. (ATCC 9689D-5),$314.00,$314.00,seqeunce available,Clostridium difficile (Hall and O'Toole) Prevot,Genomic DNA from Clostridioides difficile Strain 90556-M6S [ATCC 9689],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/9689D-5.ashx
Mycoplasma fermentans  (ATCC 19989D),$336.00,$336.00,NA,Mycoplasma fermentans Edward,Genomic DNA from Mycoplasma fermentans strain PG18 [ATCC 19989],1,frozen Concentration:  1 ng/uLVolume:  50 uLTotal DNA:  50 ng,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/19989D.ashx
Neisseria subflava (Flugge) Trevisan (ATCC 14221D),$314.00,$314.00,NA,Neisseria flava Bergey et al.,Genomic DNA from Neisseria subflava [ATCC 14221],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/14221D.ashx
Pseudomonas putida (Trevisan) Migula (ATCC 700007D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Pseudomonas putida strain F1 [ATCC 700007],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/700007D-5.ashx
Micrococcus luteus (Schroeter) Cohn (ATCC 4698D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Micrococcus luteus [ATCC 4698],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/4698D-5.ashx
"NGS-Ready DNA from Deinococcus radiodurans, strain USUHS (ATCC BAA-816DX)","For-Profit:
$376.00",,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-816DX.ashx
"Quantitative Genomic DNA from Listeria monocytogenes
 (ATCC BAA-679DQ)",$541.00,$541.00,NA,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.",https://www.atcc.org/~/ps/BAA-679DQ.ashx
Quantitative Synthetic Coxiella burnetii DNA (ATCC BAA-4000SD),$525.00,$525.00,NA,NA,NA,1,frozen Specification range: 1 x 105 to 1 x 106 copies/uL 100 uL per vial with Biomatrica DNAstable,NA,NA,-70Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.",https://www.atcc.org/~/ps/BAA-4000SD.ashx
"NGS-Ready DNA from Neisseria meningitidis, strain MC58 (ATCC BAA-335DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-335DX.ashx
Quantitative Genomic DNA from Staphylococcus aureus with ATCC 16S Tag 3 (ATCC BAA-2975T3-DQ),$541.00,$541.00,NA,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.
Ideal for use as a spike-in control in assay development, library preparation, quality control, and data normalization for both 16S rRNA and shotgun metagenomics approaches.
Ideal for use in assaying the efficiency of extraction methods and for determining assay limit-of-detection.",https://www.atcc.org/~/ps/BAA-2975T3-DQ.ashx
"NGS-Ready DNA from Serratia sp., strain 938677 (ATCC BAA-2808DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2808DX.ashx
"NGS-Ready DNA from Acinetobacter baumannii, strain 1103521 (ATCC BAA-2801DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2801DX.ashx
"NGS-Ready DNA from Acinetobacter baumannii, strain 1109222 (ATCC BAA-2802DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2802DX.ashx
"NGS-Ready DNA from Proteus mirabilis, strain 1104843 (ATCC BAA-2792DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2792DX.ashx
"NGS-Ready DNA from Proteus mirabilis, strain 927889 (ATCC BAA-2791DX)","For-Profit:
$395.00",,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2791DX.ashx
"NGS-Ready DNA from Pseudomonas aeruginosa, strain 1145009 (ATCC BAA-2799DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2799DX.ashx
"NGS-Ready DNA from Pseudomonas aeruginosa, strain 1106434 (ATCC BAA-2796DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2796DX.ashx
"NGS-Ready DNA from Pseudomonas aeruginosa, strain 1079232 (ATCC BAA-2794DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2794DX.ashx
"NGS-Ready DNA from Klebsiella pneumoniae, BK33650 (ATCC BAA-2785DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2785DX.ashx
"NGS-Ready DNA from Klebsiella pneumoniae, strain 972863 (ATCC BAA-2783DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2783DX.ashx
"NGS-Ready DNA from Klebsiella pneumoniae, strain 931476 (ATCC BAA-2782DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-2782DX.ashx
Quantitative Genomic DNA from Klebsiella pneumoniae (ATCC BAA-2782DQ),$578.00,$578.00,NA,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.",https://www.atcc.org/~/ps/BAA-2782DQ.ashx
Quantitative Genomic DNA from Staphylococcus aureus subsp. aureus (ATCC BAA-1717DQ),"For-Profit:
$376.00",,NA,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.",https://www.atcc.org/~/ps/BAA-1717DQ.ashx
"NGS-Ready DNA from Escherichia coli, strain P68 (ATCC BAA-1431DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-1431DX.ashx
"NGS-Ready DNA from Staphylococcus aureus subsp. aureus, strain FPR3757 (ATCC BAA-1556DX)",$650.00,$650.00,seqeunce available,NA,NA,1,"frozen ≥ 10 ug of DNA in 10 mM Tris-HCl buffer, pH 8.5Fragment size ≥ 20 kb",NA,NA,-20Celsius  or colder,NA,NA,"ATCC NGS-Ready DNA is carefully extracted to produce concentrated, purified, long fragment, high-molecular-weight DNA required for Next Generation Sequencing platforms. ATCC NGS-Ready DNA has been functionally verified and the resultant sequence passes stringent qualifications reported on the Certificate of Analysis for each lot. Sequence produced from this product is available through the ATCC Genome Portal (genomes.atcc.org).",https://www.atcc.org/~/ps/BAA-1556DX.ashx
Halobacillus trueperi Spring et al. (ATCC 700077D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Halobacillus trueperi strain SL-5 [ATCC 700077],1,freeze-dried At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/700077D-5.ashx
Corynebacterium striatum (Chester) Eberson (ATCC 6940D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Corynebacterium striatum strain NCTC 764 [ATCC 6940],1,dried At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/6940D-5.ashx
Quantitative Genomic DNA from Chlamydophila pneumoniae (ATCC 53592DQ),$541.00,$541.00,NA,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,NA,https://www.atcc.org/~/ps/53592DQ.ashx
Neisseria gonorrhoeae (Zopf) Trevisan (ATCC 53422D-5),$314.00,$314.00,seqeunce available,NA,Genomic DNA from Neisseria gonorrhoeae strain [ATCC 31426] [ATCC 53422],1,dried At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/53422D-5.ashx
Quantitative Genomic DNA from Haemophilus influenzae (ATCC 51907DQ),$578.00,$578.00,seqeunce available,NA,NA,1,frozen Specification range: ≥1 x 105 copies/uL100 uL per vial,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays. The quantitative format allows for the generation of a standard curve for quantitative PCR (qPCR) to determine bacterial load.",https://www.atcc.org/~/ps/51907DQ.ashx
